,imdbid,title,year,genres,director,writer,cast,runtime,country,language,rating,plot
506,3907928,#Dater (????),????,,,,,,,,,Dating in Los Angeles
507,4060736,"Zodiac Dater, The (2016)",2016,"Comedy, Romance",Natasha Paris,Natasha Paris,Giovannie Cruz (Scarlett),,USA,English,,
508,3212056,Serial Daters Anonymous (2015),2015,"Comedy, Drama, Romance",Christopher Carson Emmons,"Christopher Carson Emmons, Christopher Carson Emmons","Sam Page (Kyle), Louise Linton (Claire), Scotty Dickert (Jared), Dan Bell (Claire's Dad), Steve Piper (Priest)",90,USA,English,,"Upon discovering her fianc? cheated, Claire, a witty, driven fashion columnist, jilts her husband-to-be at the altar and goes on a retaliatory dating streak to avenge the city's women and give men their comeuppance! But when she runs into her first love, will he ignite the fire or put out the flames?"
509,3347642,"""Master Dater"" (2015)",2015,Comedy,Nathan Poniatowski,"Brandon Godsey, Gary Gunter","Brandon Godsey (Brandon), Gary Gunter (Gary / Angel), Dawn Michaels (God), Alexandra Marian Hensley (Barbara), Aubrey Mozino (Tracy)",,USA,English,,"When a sinful man dies, God (a woman) sentences him to a purgatory of bad dates. Until he learns to love"
510,1960072,"""Dater's Insurance"" (2009)",2009,Comedy,Mike Capozzi,Mike Capozzi,Mike Capozzi (Agent M / ...),,USA,English,,
511,2594154,Serial Dater (2012),2012,"Short, Comedy",Ren? Ashton,Ren? Ashton,"Brody Hutzler (Adam), Christina Moore",4,USA,English,,A good man is hard to find
512,3410234,Online Daters (2013),2013,"Short, Comedy",Benjamin Lapides,Ted Sperling,"Jonathan Sacramone (Jacks), Christopher Slevin (Traynor), Owen Slevin (Woodrow), Ted Sperling (Reynolds)",,USA,English,,
513,2008627,Serial Dater (????),????,Comedy,Carlos Dixon,"Marisa DeVonish, Marisa DeVonish, Carlos Dixon, Carlos Dixon, Carlos Dixon, Carlos Dixon, Wayne LeSane","Marisa DeVonish (Allora Dannon), Liana Mendoza (Roxanna Maldonado), Anika C. McFall (Lena the Receptionist), Kelly Perine (Chef Forrestor), Bechir Sylvain (Justin Avery)",,USA,English,,"Allora is a 30 year old successful Public Relations Agent who is increasingly becoming disenfranchised with her fledgling love-life. Encouraged by her very liberated friends Roxanna and Justin, she contemplates looking for love online. Sparks fly and the adventure begins as she embarks on a series of speed dates that lead her to very peculiar encounters"
514,3785528,Speed Daters (2015),2015,"Short, Comedy",,Christina Herrick,Christina Herrick (Chrissy),,USA,English,,
515,2436976,"""America Now"" Desperate Daters (2012)",2012,News,Brent Pierson,Brent Pierson,"Marcia Brandwynne (Communications Coach), Leeza Gibbons (Herself - Host), Stephanie Pressman (Beauty Model), Bill Rancic (Himself - Host), Ken Waters (Joey)",,,,,
516,3791118,"""Drop OFF, The"" Lazy Dater (2014)",2014,,John Russel,John Russel,"MaxLaine, John Russel",,,,,The real Bubba Gumps story
517,1421158,"""Hell Date"" Fantasy Dater (2008)",2008,"Reality-TV, Romance",,"Sydney Castillo, Peter M. Cohen","Rico Ball (Himself), Chris Hollyfield (The Devil), Jason Mimms (Himself), Roderick Thomas (Himself)",,,,,
518,1320766,"""Hell Date"" The Affectionate Dater (2008)",2008,"Reality-TV, Romance",,"Sydney Castillo, Peter M. Cohen","Rico Ball (Lead), Ariel Hakim (Herself), Aikisha Holly (Herself), Chris Hollyfield (The Devil), Chimere Love (Lead)",,,,,
519,2180693,"""Austin & Ally"" Diners & Daters (2012)",2012,"Comedy, Music",Shelley Jensen,"Steve Freeman, Aaron Ho","Ross Lynch (Austin Moon), Laura Marano (Ally Dawson), Raini Rodriguez (Trish De la Rosa), Calum Worthy (Dez), Ashley Fink (Mindy)",,,,7.8 (38 votes),"The Melody Diner, a diner where the staff is required to sing to customers becomes the new place for Austin and his friends to eat, partially because Trish has a job there. Unfortunatley, her boss is Mindy, the overweight, bullying girl who has a crush on Dez, and tries to gain his love with chicken-pot pie. Fortunatley, one of her co-workers is a waitress that Austin falls in love with and he seeks Ally's help in writing a song that'll win her heart"
520,4071302,"""Guys Upstairs, The"" The Master Dater (2014)",2014,Comedy,Takahisa Shiraishi,Jordan Wong,"Jordan Wong (Andy), Ali Zahiri (Rob)",,,,,Rob and Andy get into a heated argument over the merits of online dating
521,1421169,"""Hell Date"" Upgrade Dater (2008)",2008,"Reality-TV, Romance",,"Sydney Castillo, Peter M. Cohen","Rico Ball (Himself), Marcus Davis (Himself), Nick DeKay (Himself), Clayton English (Himself), Chris Hollyfield (The Devil)",,,,,
522,1300780,"""Totally Busted"" Master Daters (2006)",2006,Comedy,,Scott Urner,"Andrea Lowell (Series Regular), Brandon Gibson (Series Regular), Anton Michael (Series Regular), Jelena Jensen (Series Regular), Erika Jordan (Series Regular)",,,,,
523,905903,"""Screwed Over"" The Master Dater (2006)",2006,Comedy,,Morgan Waters,Tyler Kyte (Himself),,,,,
524,1421156,"""Hell Date"" Dater Hater (2008)",2008,"Reality-TV, Romance",,"Sydney Castillo, Peter M. Cohen","Clayton English (Himself), Chris Hollyfield (The Devil), Church Lockett (Himself), Karlous Miller (Himself)",,,,,
525,3042640,#Deception (2013),2013,"Short, Drama",Charles Kennedy,Charles Kennedy,"Jeremy Carter (Gabriel Parsons), Emmanuel Lewis (Blake), Amanda Sweet (Gabe989), Zell Towners (Damon Fisher)",USA:7,USA,English,,"An arrogant young man is faced with a dilemma after being mislead in an online relationship. Love, trust and sexuality are all put the test in this ""catfish"" scenario"
526,1924396,"migliore offerta, La (2013)",2013,"Crime, Drama, Mystery, Romance",Giuseppe Tornatore,Giuseppe Tornatore,"Geoffrey Rush (Virgil Oldman), Jim Sturgess (Robert), Sylvia Hoeks (Claire Ibbetson), Donald Sutherland (Billy Whistler), Philip Jackson (Fred)",131,Italy,English,7.8 (45162 votes),"In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a solitary young heiress, Claire Ibbetson, to auction off the large collection of art and antiques left to her by her parents. For some reason, Claire always refuses to be seen in person. Robert aids Oldman in restoring and reassembling some odd mechanical parts he finds amongst Claire's belongings, while also giving him advice on how to befriend her and deal with his feelings towards her. Also a friend of Oldman, Billy Whistler helps him to acquire a secret private collection of master paintings"
527,2245029,"""Deception"" (I) (2013)",2013,"Crime, Drama, Mystery",Jonas Pate,"Liz Heldens, Dennis Saldua, Hayley Tyler, Peter Elkoff","Meagan Good (Joanna Locasto), Laz Alonso (Will Moreno), Tate Donovan (Edward Bowers), Wes Brown (Julian Bowers), Katherine LaNasa (Sophia Bowers)",60,USA,English,6.6 (3220 votes),"A female detective, Joanna Locasto returns back to a wealthy family her mother used to work for to uncover the murder of Vivian Bowers. Vivian Bowers was once her best friend and she is determined to solve her murder case. As the maids daughter, Joanna searchers out to find out everything she can about the Bowers. During the time of searching, she uncovers some of the most shocking things she never though her best friend would do"
528,2179226,Absolute Deception (2013),2013,Action,Brian Trenchard-Smith,"Jeffrey Schenck, Peter Sullivan, Kraig Wenman","Cuba Gooding Jr. (John Nelson), Emmanuelle Vaugier (Rebecca Scott), Evert McQueen (Inspector Hendricks), Ty Hungerford (Archer), Jeff Gannon (D.A. Cochran)",92,USA,English,4.2 (866 votes),"A widowed reporter recruits the help of a federal agent to investigate her late husband's secrets, but the two become the target of unknown attackers"
529,2923838,Double Deception (2013),2013,"Crime, Thriller",Jordan F. Ghanma,Jordan F. Ghanma,"Marina Balza (Bella), Toshumba Barkus (Resort passerby), Hannah Becker (Seductive Girl), Jordan F. Ghanma (Doctor), Tony Ghanma (Det. Antonio)",70,USA,English,6.7 (25 votes),"Ed Sakimoto never expected things to turn out the way they did when his simple plan to party with a couple of call girls turns disastrous. After realizing that his very private safe was stolen from him, who's contents may have detrimental consequences, he stops at nothing to get it back before anyone has a chance to discover its contents. His carelessness and trust in certain people he considered close would prove nearly fatal. The lives of six people would never be the same when deception, greed and lies unravel on this one night"
530,2339850,"""Deception"" (II) (2013)",2013,Drama,"Elizabeth Gill, Anne McCabe",Gert Thomas,"Roisin O'Neill (Emma Walsh), Cora Fenton (Colleen Walsh), Jim Norton (Larry Joyce), Helen Roche (Rose Joyce), Leigh Arnold (Caitr?ona French)",,Ireland,English,5.8 (9 votes),He's a brilliant actor! Keep it up Joshua
531,2877108,Soodhu Kavvum (2013),2013,"Comedy, Crime, Thriller",Nalan Kumarasamy,"Srinivasa Kavineyam, Srinivasa Kavineyam, Nalan Kumarasamy, Nalan Kumarasamy","Vijay Sethupathi (Das), Sanchita Shetty (Shalu), Radha Ravi (Chief Minister), M.S. Bhaskar (Gnanodhayam), Simhaa (Pagalavan)",135,India,Tamil,8.4 (2369 votes),"Pagalavan, Kesavan and Sekar are three friends, who lose their jobs in Chennai due to certain circumstances. Then they come across Das (Vijay Sethupathy), who runs a smart kidnap for ransom scam. Naturally his crime flourishes, and the three friends team up with him. Their path crosses with that of Arumai Prakasam, son of the state finance minister. Denied capital by his very strict father to start his business Arumai Prakasam stages his own kidnap, but ends up in the hands of Das and co. The comedy of errors takes a turn when the finance minister wants to catch the culprits, and gives the task to a very strict, encounter specialist cop, Brahmma. How Das and co try to stay ahead of the cop and how he nabs them, and what happens forms the rest of the story"
532,2633456,G.I. Joe: Deception (2013),2013,"Action, Drama, War",Scotty Whitehurst,Bryan Wesley Sellers,"John Baxter (Tomax), Julian Benson (Cross-Country), Gus Bowering (Dr. Mindbender), Kayla Boyte (Covergirl), Chase Brewer (Xamot)",161,USA,English,5.2 (6 votes),"Cobra Commander has captured G.I. Joe leader, Hawk, and G.I. Joe must rescue their fallen leader before vital information is released to the enemy. G.I. Joe soldier, Beachhead, takes it upon himself to go against orders and jeopardize the mission to save world. In the Cobra ranks, deception and distrust also rises and threatens the balance of power in the evil organization"
533,2663176,Deceptions of Love (2013),2013,Drama,"Vernon Snoop Robinson, Christopher E. Morgan","Johnnie Johnson, Vernon Snoop Robinson","Brandon Craig (Morris), Amy Cannon Bryant (Shanna), Celeste Collins (Venice), Gin Blanton (Angela), Vernon Snoop Robinson (Slim P)",121,USA,English,4.2 (8 votes),"Newlyweds, Morris and Venice start out with the best intentions of a marriage made in heaven. But the trials of matrimony can lead anyone astray . Shanna, Morris' ex, returns with a vowed vengence to get her man. She has taken residence; body and spirit and it proves to be too much for the happy couple"
534,2927680,Star Trek: Deception (2013),2013,"Short, Action, Adventure, Sci-Fi",Leo Tierney,Leo Tierney,"Rick Huggins (Lieutenant Miller), Stu Lucas (General Karloth), Jaymes Sygrove (Commander Stoven), Leo Tierney (Captain of the Longshanks)",8,UK,English,,"Star Trek: Deception is the story of two Starfleet officers, Commander Stoven and Lieutenant Miller, who are transporting a Klingon prisoner to a detention center aboard a Danube Class Runabout, only to be ambushed by a Klingon Bird of Prey en route to their destination. Unwilling to give up their prisoner, the officers soon find themselves staring down the barrel of Klingon disruptor cannons as they battle for their very lives and attempt to escape"
535,2290259,Deception (II) (2013),2013,"Short, Drama, Romance, Thriller",Paul Moxon,"Elaine Moxon, Elaine Moxon","Ellen Carter (Kathy), Nicola Chance (Veronica Johnson), Brian Croucher (Phillip Johnson), Richard Lee O'Donnell (James Cody), Julie Trappett (Alice)",12,UK,English,5.6 (8 votes),"James Cody is infatuated with the very beautiful Veronica Johnson. In a quiet bar they secretly finalise their plot to murder her husband Phillip and start a new life together in Rio. As the hour draws near, James must decide how far he will go to be with the woman he loves"
536,2981342,Derek Douglas and the Deadly Deception (2013),2013,"Short, Comedy, Drama, Thriller",Dan Etchels,"Dan Etchels, Dan Etchels","Adam Boyle (Derek Douglas), Nicola Victoria Buck (Miss Turner), Kriss Dillon (Neil), Tony Laidlaw (Huge Guy), James McCabe (Driver)",26,UK,English,6.3 (55 votes),"A woman looking for her father. Three thugs looking to get rich. And Derek Douglas (amateur) private detective,looking for the one thing to keep him going. A cup of coffee. When hired to solve a kidnapping case,trouble comes knocking on Derek's door as the case takes a turn for the deadly"
537,3145092,Je t'aime d?ception (2013),2013,"Short, Drama",Heloise Haddad,"Aa Aa, Heloise Haddad","Axel Colombel (Le SDF), Jean-Damien D?touillon (Nicolas), Ren? Haddad (Edouard), Yves Jouffroy (Le mari), Diane Lepvrier (Alice)",34,France,French,,
538,3467720,Deception (III) (2013),2013,"Short, Sci-Fi",Tobias Linden,Tobias Linden,"Benjamin Simon (David), Vassily Kazakos (Conall), Patrick Dewayne (Ben), Mike Hartmann (Guard #1), Sebastian Bravo (Guard #2)",11,Germany,German,,"When David Blake, a police detective, is abducted and locked up in a secret research facility, he is forced to live through several levels of virtual reality. Conall, the devious leader of the facility, misuses the highly advanced technology of creating virtual worlds, to train future soldiers. Typically, free will of the test subjects is suppressed, but David is able to break free from the cognitive barriers and soon realizes that he his part of a greater scheme"
539,2927596,Red Deception (2013),2013,"Short, Drama",Judith Coppinger,Judith Coppinger,"Mike Burnell (Prof. James Baron), Lauren Holiday (Detective Carol Lynne), Tom Martens (Detective Greg Johnson), Jesse Rodriguez (Brad Lomax), Weili Shi (Agent Xiing)",10,USA,English,,Chiu Lan is under suspicion after the death of a top pharmaceutical executive
540,2872932,"""Street Behavior"" Deception (2013)",2013,Drama,,,"Nick Browne (Malcolm Carter), Christian Frazier (Angelo Martinez), Drew Khandi (Javonni Anderson), Anttoni Lopez (Daniel Greene), Yaku Quillakasha (Jeffrey London)",,,,,
541,2592280,"""Diary of a Champion"" The Deception (2013)",2013,Drama,Erika Ringor,"Waukesha Bell, Ingeborg C. Eiland, Britani Golden, Erika Ringor","Claudia Jordan (Tahja Dupree), Shannon Mosley (Coach Brian Nelson)",,,,,
542,2875892,"""Rookie Blue"" Deception (2013)",2013,"Crime, Drama",Kelly Makin,"Tassie Cameron, Morwyn Brebner, Ellen Vanstone, Aubrey Nealon","Missy Peregrym (Andy McNally), Gregory Smith (Dov Epstein), Enuka Okuma (Traci Nash), Travis Milne (Chris Diaz), Charlotte Sullivan (Gail Peck)",,Canada,English,8.5 (61 votes),"When a suspected pedophile is found beaten within an inch of his life, Andy discovers Marlo has been conducting a mania-fueled, off-hours ""investigation"" into the man for days. Andy and Swarek must scramble to cover for Marlo's unprofessional conduct and find the real assailant, before Marlo is exposed"
543,2691414,Deception Family Tree: Parents (2013) (V),V,,,,,2,,,,An in-depth look at Victor and Sofia Bowers
544,2691382,Deception Family Tree: Joanna (2013) (V),V,,,,,2,,,,An in-depth look at Joanna Locasto. How did she get pulled back into this world of deceit?
545,3283544,#DemocraciaReal (2013),2013,"Short, Comedy",Chedey Reyes,Paco S?nchez,"Rosa Escrig (Lydia), Marina G?mez (Marisa), Maykol Hern?ndez (Tolo), Jorge Llamas (Fabi?n), Gustavo Mendoza (Miguel)",6::(approx.),Spain,Spanish,,"Gathered in a park, an assembly of five persons belonging to Social Movement 15M is an insurmountable obstacle to democracy. Is everybody ready to vote? Don't worry, you will NOT find the answer in this short film"
546,3400796,Democracia Real (2013),2013,"Short, Drama",Chedey Reyes,Paco S?nchez,,6,Spain,Spanish,,"Gathered in a park, an assembly of five persons belonging to Social Movement 15M is an insurmountable obstacle to democracy. Is everybody ready to vote? Dont worry, you will NOT find the answer in this short film"
547,3144788,#Diren Gezi Parki: Episode #1 (2013) (V),V,Documentary,,,"Devrim Evin (Himself - Actor), Bogazi?i Caz Korosu (Themselves), Ferhat Tun? (Himself - Artist), Kardes T?rk?ler (Themselves), Sirri S?reyya ?nder (Himself - BDP Istanbul Deputy)",178,Turkey,Turkish,5.6 (17 votes),
548,2145356,#Disconnected (2012),2012,Short,"Charles Kennedy, Kathryn Ruff","Brent Brozek, Brian Dundas, Kary Feick, Rachel Greenwald, Zachary Hordynski, Charles Kennedy, Max Kopnick, Adam Nelson, Kathryn Ruff, Jacob Sarna","Eric Moyer (Colin), Luke Jaden (Journalist Alex Smith), Rose Rammal (Dead Girl), Laith Alsunni (Driver), Joseph Mumper (Frat Guy #1)",8,USA,English,,After the tragic death of his friend a man takes a stand against the norms or society in an attempt to save his daughter and the next generation from becoming disconnected
549,1433811,Disconnect (I) (2012),2012,"Drama, Thriller",Henry Alex Rubin,Andrew Stern,"Jason Bateman (Rich Boyd), Hope Davis (Lydia Boyd), Frank Grillo (Mike Dixon), Michael Nyqvist (Stephen Schumacher), Paula Patton (Cindy Hull)",115,USA,English,7.6 (47804 votes),"A hard-working lawyer, attached to his cell phone, can't find the time to communicate with his family. A couple is drawn into a dangerous situation when their secrets are exposed online. A widowed ex-cop struggles to raise a mischievous son who cyber-bullies a classmate. An ambitious journalist sees a career-making story in a teen that performs on an adult-only site. They are strangers, neighbors and colleagues and their stories collide in this riveting dramatic thriller about ordinary people struggling to connect in today's wired world"
550,2538728,Disconnection (2012),2012,"Short, Drama",Steven Krimmel,"Kristine Gerolaga, Steven Krimmel","Kristine Gerolaga (Girl), Steven Krimmel (Boy), Dave Moutray (Future Boyfriend), Ben Winston (Roommate)",10,USA,English,,A couple in a long distance relationship have a nightmare of communication issues as they struggle to save their relationship over web-cam
551,2885326,Disconnect (IV) (2012),2012,Short,Jon Laakso,"Jordan Beacock, Kevin Davidson, Aaron Hayes, Jon Laakso, Sean Nasmith, Daniel Tresise","Jordan Beacock (Goose Texter), Aaron Hayes (Biker / Lost Man), Kelly Hayes, Jon Laakso (Male Lead), Alicia Menzies (Pretty Bar Girl)",7,Canada,English,,"Written, shot, and edited within 48 hours, DISCONNECT tells the story of several people who are in many ways slaves... to their digital devices. They spend nearly all their waking moments glued to tiny screens as they go about their day, totally missing or willfully ignoring beautiful sights, sounds and relationships all around them. Sometimes it's the small, innocuous things- like the casual brush together of two hands- that awakens us from our digital malaise"
552,2325641,Disconnect (II) (2012),2012,"Short, Drama",Anthony Trombetta,,"Michael Maugeri (Chris), Matthew Martucci (Jimmy)",,USA,English,,Two distant brothers come together to carry out their mothers last wish
553,2260896,Disconnected (2012),2012,"Short, Drama",Sam Moran,Sam Moran,"Lydia Sarks (Tracy), John Martin (John)",7,Australia,English,,"While traveling for work, John tries to bridge the gap with his wife. Through emails, phone calls, text messaging, facebook and all the technology available to them, they find that they never really say anything meaningful at all"
554,3409384,Disconnect (V) (2012),2012,"Short, Family",Omid Rastbin,,,14,Iran,English,,A woman in Kurdistan who has been circumcised in childhood suffers from mental illness. As a result she loses her husband & child & finally commits suicide
555,2211810,"""Socially Disconnected Issues"" (2012)",2012,Talk-Show,,"Oye Akin, Jessie Frank","Oye Akin (Herself - Host), Jessie Frank (Herself - Co-Host), Brian Hin (Himself - Guest)",USA:22,USA,English,,
556,2198423,"""Cell/Phone"" Disconnect (2012)",2012,Thriller,,Erryn Arkin,,,,,,
557,3249362,"""Mirai nikki"" Disconnection (2012)",2012,"Animation, Action, Drama, Romance, Thriller",,,"Norio Wakamoto (Deus Ex Machina), Mai Aizawa (Minene Uryu), Misuzu Togashi (Yukiteru Amano), Tomosa Murata (Yuno Gasai), Manami Honda (Muru-Muru)",,,,8.0 (11 votes),
558,2064939,Subconscious Disconnect (2012),2012,"Short, Drama, Mystery, Sci-Fi, Thriller",Ian Kammer,"Garrison Kammer, Garrison Kammer, Ian Kammer","Adriano Aragon (Scientist 1), Charlie Capen (Scientist 2), Justin Sloane (Patient)","7, USA:6",USA,English,,"With the technology to view dreams, two scientists have to face the reality that they don't exist when they see themselves on the monitor"
559,2397090,"""Obscurity"" Disconnected, Part 1 (2012)",2012,Thriller,"Woo Tony Joun, Daniel Marcha",,"Regina Saldivar (Maya), Darren Bridgett (Stephen), John Ierardi (Johanathan), Avery Rose (Lizzy), Jeff Torres (Jefferey)",,,,,
560,2523132,"""Start-Ups: Silicon Valley"" Connect/Disconnect (2012)",2012,Reality-TV,,,"Marcus Lovingood (Himself), Ben Way (Himself), Dwight Crow (Himself), David Murray (Himself)",,,,,Kim and Dwight go out to a dinner where she schools him on the proper way to behave on a date. Dwight gives Kim some advice on what it's like to be the founder of a start-up. A new love triangle arises when Hermione goes out on a date with Jay
561,2404006,"""Obscurity"" Disconnected, Part 2 (2012)",2012,Thriller,"Woo Tony Joun, Daniel Marcha",Woo Tony Joun,"Mariana Anaya (Bloody Hand), Darren Bridgett (Stephen), John Ierardi (Johnathan), Avery Rose (Lizzy), Regina Saldivar (Maya)",,,,,
562,3008540,"""Hollywood on Set"" Disconnect/Filly Brown/Family Weekend (2012)",2012,News,,,Angela Valley (Narrator),,,,,
563,1985061,DisCONNECTED (2011),2011,Drama,Leslie Libman,,"Jordan Calloway (Isaiah), Ana Coto (Lisa), Lindsey Morgan (Maria), Alexandra Kyle (Shelly), Michelle Forbes (Lisa's Mom)",81,USA,English,7.0 (90 votes),"4 Teenagers. 4 different cities. Living large online through social networks, texting, and live streaming. More open, more immediate, more friends, more danger, more control. They project what they want others to see. Say anything, do anything; to get a response from online friends who understand. Faster, sexier, meaner. Real life doesn't cut it. Too many expectations. Too many disappointments. Too boring. 4 teens whose worlds collide one night on a live streaming site. One of them loses control. Shot entirely with the tools of modern communication; 5D Cannon, Laptop webcam, cell phones. Laptop 3D after FX integrate live action and graphics to create their online existence"
564,1151327,Dis/Connected (2008) (TV),TV,Drama,Tom Harper,Howard Overman,"Aml Ameen (Anthony), Cloudia Swann (Sophie), Dominique Moore (Emily), Bradley James (Ben), Laura Aikman (Paula)",,UK,English,7.3 (80 votes),
565,85442,Disconnected (1983),1983,"Crime, Drama, Horror, Mystery, Thriller",Gorman Bechard,"Gorman Bechard, Virginia Gilroy","Frances Raines (Alicia / Barbara Ann), Mark Walker (Franklin), Carl Koch (Mike), Professor Morono (Joey), William A. Roberts (Old Man)",USA:82,USA,English,4.0 (122 votes),"The focus is on the twins, Alicia and Barbara (both played by Frances Raines) who become involved with the ominous Franklin (Mark Walker) and a series of murders. Alicia works at the local video store and has been getting odd phone calls after she broke up with her boyfriend. The police suspect that Franklin is involved in a series of gruesome murders"
566,1809286,Intrusion: Disconnected (2016),2016,"Horror, Thriller",Kyle Cates,Craig Everett Earl,"Katie Stewart (Holly Jensen), Lee Haycraft (Raymond Hummel), Corey Feldman (Nolan), Sebrina Scott (Anna), Tiffany Shepis (Laura Braden)",,,,,"Nearly a year after the events of INTRUSION the mysterious death of the rose bud killer leaves questions unresolved. Now with the body count rising once again and Holly's mental stability slipping, she claims the killer is still alive"
567,4177290,Disconnected (V) (2014),2014,"Short, Horror",Dane Boedigheimer,"Derek Gonzalez, Spencer Grove","Meghan Camarena (Sarah), Justine Ezarik (Sophie)",7,USA,English,,
568,3555550,Super Bowl's Greatest Commercials 2014 (2014) (TV),TV,,Mark Ritchie,,"Andy Demetrio, Boomer Esiason (Himself - Host), Kevin Fraizer (Himself - Host), Amy Poehler (Herself), Sarah Shahi (Herself - Host)",60,USA,English,,
569,3134004,#Feest (2011),2011,Short,Tristan Melissen,Piet van Beurden,"Martin van Bommel (Dave), Perry Pijnenburg (Milko), Ilvy Schippers (Kelly), Maartje van der Meij (Aafke), Liza Neijnens (Nadine)",,Netherlands,Dutch,,
570,2000170,"""Spangas"" Wie wordt het danspaar van het feest? (2011)",2011,"Drama, Family",Tonnie Dinjens,,"Ricardo Blei (Abel Brandt), Felix Burleson (Aldert Kalkhoven), Judy Doorman (Madge Johnson), Fatma Gen? (Irmak Sertkaya), Jasper Gottlieb (Flip van Hamel)",,,,,
571,1813729,Trop Fest 2011 (2011),2011,"Short, Comedy",Marcus Arruzza,,,7,Australia,English,,Middle aged Sydney based rocker is interviewed about his experiences on the rock scene. As the film develops it his narcissistic side becomes more apparent as he relives his former glory days in flashbacks. The movie itself makes light of the current Australian independent rock scene
572,2902786,"""Who Knew?"" Oktoberfest 2011 (2011)",2011,"Animation, News",,,,,,,,
573,2078235,"""Kiddy Contest"" Kiddy Contest 2011 (2011)",2011,"Family, Music",Martin Rothmayer,Norman Weichselbaum,"Kati Bellowitsch (Herself - Host), Karyna Verba (Herself), Mathias Rodler (Himself), India Callender (Herself), Sarah Bednarz (Herself)",,,,,
574,1800681,Dick Clark's New Year's Rockin' Eve with Ryan Secrest 2011 (2010) (TV),TV,Music,Dennis Rosenblatt,"Barry Adelman, Dave Boone, Fred Bronson","Backstreet Boys (Themselves), Natasha Bedingfield (Herself), Eyed Peas The Black (Themselves), Dick Clark (Himself - Host), Taio Cruz (Himself)",221,USA,English,7.8 (18 votes),
575,2011480,"""gro?e deutsche..., Der"" Der gro?e deutsche IQ-Test 2011 (2011)",2011,Game-Show,,,"Sonja Zietlow (Herself - Host), Micky Beisenherz (Himself - Co-Host), Thomas Anders (Himself), Ingo Appelt (Himself), Roberta Bieling (Herself)",,,,,
576,2011478,"""gro?e deutsche..., Der"" Der gro?e deutsche Benimm-Test 2011 (2011)",2011,Game-Show,,,"Sonja Zietlow (Herself - Host), Micky Beisenherz (Himself - Co-Host), Dirk Bach (Himself - Regular Guest), Willi Herren (Himself), Janine Steeger (Herself)",,,,,
577,2297736,"""Long Range Pursuit"" The Biggest 2011 Yukon Dall Sheep (2011)",2011,Reality-TV,,,Mike Davidson (Himself - Host),,,,,Gunwerks customer Tracy Valdez recorded this epic hunt for a monster Dall in the Yukon. A special thanks to Tracy for spending the time and effort to capture this awesome adventure on video
578,2011482,"""gro?e deutsche..., Der"" Wie alt bist du wirklich? Der gro?e Test 2011 (2011)",2011,Game-Show,,,"Sonja Zietlow (Herself - Host), Micky Beisenherz (Himself - Co-Host), Dirk Bach (Himself - Regular Guest), Jimmy Hartwig (Himself), Markus Hofmann (Himself - Expert)",,,,,
579,2089007,"""Adventures of Superseven"" Superseven: Operation Get Sandra West! (2011) (2011)",2011,"Action, Comedy, Sci-Fi",Scott Rhodes,"Scott Rhodes, Scott Rhodes","Anna Bazarkina (Anya), Olivia Dunkley (Sandra West), Jerry Kokich (Superseven), Anne Leighton (Sparky)",USA:9,,,8.7 (7 votes),Can Superseven stop a T.H.E.Y plot to get Sandra West
580,2011481,"""gro?e deutsche..., Der"" Der gro?e deutsche Rechtschreib-Test 2011 (2011)",2011,Game-Show,,,"Sonja Zietlow (Herself - Host), Micky Beisenherz (Himself - Co-Host), Dirk Bach (Himself - Regular Guest), Guildo Horn (Himself), Annabelle Mandeng (Herself)",,,,,
581,2011479,"""gro?e deutsche..., Der"" Der gro?e deutsche Love & Sex-Test 2011 (2011)",2011,Game-Show,,,"Sonja Zietlow (Herself - Host), Micky Beisenherz (Himself - Co-Host), Dirk Bach (Himself - Regular Guest), Erika Berger (Herself - Expert), Alena Gerber (Herself)",,,,,
582,2138101,"""Eye on Entertainment"" Clint Howard at Shockfest 2011 for MoreHorror.com (2011)",2011,"Biography, Horror, Music, News, Talk-Show",John Cox,Dawna Lee Heising,"Clint Howard (Himself), Dawna Lee Heising (Herself - Host)",,,,9.1 (14 votes),"Dawna Lee Heising interviews actor Clint Howard at the 2011 Shockfest Film Festival for MoreHorror.com about his illustrious career and his role in the new horror film ""Down the Road"""
583,2856200,#Fila (2013),2013,Short,Ashley Harvin,Ashley Harvin,,,USA,English,,
584,3515232,"""Volta Pra Pista, De"" A Fila (2013)",2013,Comedy,Pedro Amorim,,"Daniele Valente (Silvia), Isabella Dionisio (Lica), Ant?nio Fragoso (Cabral), Felipe Severo (Danilo), Lucas Salles (Gordeto)",,,,,
585,3276514,"""lado oscuro de la ciencia, El"" Fila de Resurrecci?n (2013)",2013,Mystery,,,Luis Felipe Tovar (Himself - Host),,,,,
586,2675496,Jussi Gaala 2013 (2013) (TV),TV,Documentary,Niko Nyk?nen,"Jonni Aho, Kalle Kinnunen, Elias Koskimies","Paavo Arhinm?ki (Himself), Pekka Autiovuori (Himself), Tuomas Enbuske (Himself), Antti Jokinen (Himself), Ismo Kallio (Himself)",128,Finland,Finnish,,
